participant_id,group,trial_number,task_type,phase,is_correct,audio_duration_s,speech_total_s,silence_total_s,speech_ratio_audio,lexical_total_s,nonlex_total_s,lexical_ratio_audio,nonlex_ratio_audio
sub_14ef9451a39d,1,5,value-tight-chunk,unlabeled,0,239.32,96.43199999999997,142.79,0.4029416680595018,96.43199999999997,0.0,0.4029416680595018,0.0
sub_187c1aa52c3d,1,1,value-tight-chunk,unlabeled,0,239.74,87.09600000000003,152.64400000000003,0.36329356803203483,87.09600000000003,0.0,0.36329356803203483,0.0
sub_187c1aa52c3d,1,2,value-tight-chunk,unlabeled,0,239.74,64.88199999999999,174.85799999999995,0.27063485442562774,64.026,0.856,0.26706431967965294,0.003570534745974806
sub_187c1aa52c3d,1,3,value-tight-chunk,unlabeled,0,239.74,86.45800000000003,153.28199999999998,0.3606323517143573,86.14200000000002,0.316,0.35931425711187126,0.0013180946024860265
sub_187c1aa52c3d,1,4,value-tight-chunk,unlabeled,0,239.74,103.79600000000002,135.94399999999993,0.43295236506215073,103.79600000000002,0.0,0.43295236506215073,0.0
sub_187c1aa52c3d,1,5,value-tight-chunk,unlabeled,0,239.68,86.07600000000006,153.604,0.35912883845126864,84.84000000000005,1.236,0.3539719626168226,0.005156875834445927
sub_b756988f57dd,1,1,hybrid,pre_incorrect,0,238.12,124.04800000000002,114.07199999999997,0.5209474214681674,124.04800000000002,0.0,0.5209474214681674,0.0
sub_b756988f57dd,1,2,hybrid,first_correct,1,103.36,60.929999999999986,42.43000000000001,0.5894930340557274,60.929999999999986,0.0,0.5894930340557274,0.0
sub_b756988f57dd,1,3,hybrid,post_correct,1,235.72,96.868,138.81800000000004,0.41094518920753437,96.52000000000001,0.348,0.40946886136093674,0.0014763278465976582
sub_b756988f57dd,1,4,hybrid,post_correct,1,123.16,73.00200000000001,50.157999999999994,0.5927411497239364,73.00200000000001,0.0,0.5927411497239364,0.0
sub_b756988f57dd,1,5,hybrid,post_correct,1,85.18,55.486000000000004,29.694,0.6513970415590514,55.486000000000004,0.0,0.6513970415590514,0.0
sub_af23f97f6c59,1,1,value-loose-chunk,first_correct,1,157.36,48.559999999999995,108.80000000000003,0.3085917641077783,48.116,0.444,0.30577020843924757,0.002821555668530757
sub_af23f97f6c59,1,2,value-loose-chunk,post_incorrect,0,239.68,30.01199999999999,209.668,0.12521695594125495,30.01199999999999,0.0,0.12521695594125495,0.0
sub_af23f97f6c59,1,3,value-loose-chunk,post_correct,1,169.0,38.758,130.24200000000002,0.2293372781065089,38.758,0.0,0.2293372781065089,0.0
sub_af23f97f6c59,1,4,value-loose-chunk,post_incorrect,0,239.68,75.26400000000002,164.416,0.31401869158878515,74.56400000000002,0.7,0.3110981308411216,0.0029205607476635513
sub_af23f97f6c59,1,5,value-loose-chunk,post_incorrect,0,239.62,42.528,197.09199999999998,0.17748101160170268,42.528,0.0,0.17748101160170268,0.0
sub_dcdeec2e1791,1,1,operator,first_correct,1,140.44,56.69799999999999,83.74199999999999,0.4037168897749928,54.41,2.2880000000000003,0.38742523497579034,0.01629165479920251
sub_dcdeec2e1791,1,2,operator,post_correct,1,58.96,25.255999999999997,33.638,0.4283582089552238,25.255999999999997,0.0,0.4283582089552238,0.0
sub_dcdeec2e1791,1,3,operator,post_correct,1,47.92,16.675999999999995,31.178000000000004,0.34799666110183625,15.083999999999996,1.592,0.3147746243739565,0.0332220367278798
sub_dcdeec2e1791,1,4,operator,post_correct,1,17.56,7.966,9.594,0.4536446469248292,7.966,0.0,0.4536446469248292,0.0
sub_dcdeec2e1791,1,5,operator,post_correct,1,10.42,3.132,7.222,0.3005758157389635,3.132,0.0,0.3005758157389635,0.0
sub_f5967a6d7c24,1,1,operator,first_correct,1,191.68,74.94,116.67399999999999,0.3909641068447412,73.952,0.988,0.3858096828046744,0.0051544240400667775
sub_f5967a6d7c24,1,2,operator,post_correct,1,42.22,22.439999999999998,19.78,0.531501657981999,22.439999999999998,0.0,0.531501657981999,0.0
sub_f5967a6d7c24,1,3,operator,post_correct,1,31.66,14.751999999999999,16.908,0.4659507264687302,14.751999999999999,0.0,0.4659507264687302,0.0
sub_f5967a6d7c24,1,4,operator,post_incorrect,0,239.68,91.32800000000002,148.35200000000003,0.3810413885180241,91.32800000000002,0.0,0.3810413885180241,0.0
sub_f5967a6d7c24,1,5,operator,post_correct,1,48.52,24.131999999999998,24.388,0.4973619126133552,24.131999999999998,0.0,0.4973619126133552,0.0
sub_93d81c85849e,1,1,hybrid,pre_incorrect,0,238.84,139.05000000000004,99.79000000000003,0.5821889130798863,139.05000000000004,0.0,0.5821889130798863,0.0
sub_93d81c85849e,1,2,hybrid,first_correct,1,100.48,63.714000000000006,36.76599999999999,0.6340963375796179,63.714000000000006,0.0,0.6340963375796179,0.0
sub_93d81c85849e,1,3,hybrid,post_correct,1,186.4,104.094,82.30600000000001,0.5584442060085837,102.91799999999999,1.176,0.5521351931330472,0.00630901287553648
